Time,Displacement,Force
(s),(mm),(N)
"11.21200","5.54661","20.31076"
"11.21300","5.55032","20.32830"
"11.23300","5.59348","20.44666"
"11.25200","5.56429","20.19486"
"11.26200","5.52919","19.91558"
"11.27000","5.49635","19.63676"
"11.27700","5.46533","19.36953"
"11.28400","5.43276","19.09421"
"11.29100","5.39914","18.82060"
"11.29800","5.36493","18.55120"
"11.30500","5.33052","18.28394"
"11.31200","5.29620","18.01808"
"11.31900","5.26214","17.75149"
"11.32600","5.22840","17.49269"
"11.33400","5.19024","17.21044"
"11.34200","5.15243","16.94127"
"11.35000","5.11489","16.67638"
"11.35800","5.07754","16.41210"
"11.36600","5.04033","16.15444"
"11.37500","4.99855","15.87629"
"11.38400","4.95680","15.60657"
"11.39300","4.91507","15.33897"
"11.40200","4.87334","15.07349"
"11.41100","4.83162","14.81497"
"11.42000","4.78992","14.56376"
"11.43000","4.74360","14.28769"
"11.44000","4.69731","14.01507"
"11.45000","4.65102","13.75060"
"11.46000","4.60472","13.49306"
"11.47000","4.55841","13.23931"
"11.48000","4.51212","12.98813"
"11.49100","4.46124","12.72050"
"11.50200","4.41039","12.46093"
"11.51300","4.35959","12.20335"
"11.52400","4.30883","11.94758"
"11.53600","4.25347","11.67579"
"11.54800","4.19809","11.41050"
"11.56000","4.14266","11.14684"
"11.57200","4.08720","10.88904"
"11.58400","4.03172","10.63590"
"11.59700","3.97160","10.36780"
"11.61000","3.91148","10.10401"
"11.62300","3.85138","9.84566"
"11.63600","3.79127","9.58785"
"11.65000","3.72657","9.31980"
"11.66400","3.66189","9.05344"
"11.67800","3.59722","8.78960"
"11.69200","3.53255","8.53300"
"11.70600","3.46788","8.27960"
"11.72000","3.40324","8.02919"
"11.73500","3.33398","7.76294"
"11.75000","3.26469","7.50099"
"11.76500","3.19538","7.24185"
"11.78000","3.12607","6.98218"
"11.79500","3.05677","6.73027"
"11.81100","2.98282","6.46547"
"11.82700","2.90889","6.20079"
"11.84300","2.83501","5.94104"
"11.85900","2.76115","5.68341"
"11.87500","2.68728","5.42845"
"11.89100","2.61338","5.17218"
"11.90700","2.53944","4.92033"
"11.92400","2.46090","4.65713"
"11.94100","2.38236","4.39411"
"11.95800","2.30381","4.13791"
"11.97500","2.22527","3.88140"
"11.99200","2.14670","3.62729"
"12.01000","2.06351","3.36483"
"12.02800","1.98034","3.10485"
"12.04600","1.89724","2.84950"
"12.06400","1.81417","2.59783"
"12.08300","1.72639","2.33616"
"12.10200","1.63857","2.07813"
"12.12100","1.55074","1.82675"
"12.14100","1.45826","1.56633"
"12.16100","1.36583","1.31418"
"12.18100","1.27349","1.06401"
"12.20100","1.18119","0.81711"
"12.22100","1.08878","0.57541"
"12.24100","0.99619","0.33843"
"12.26100","0.90369","0.10666"
"12.28100","0.81129","-0.11909"
"12.30100","0.71893","-0.34556"
"12.32100","0.62654","-0.56508"
"12.34100","0.53416","-0.78181"
"12.36100","0.44178","-0.99282"
"12.38100","0.34941","-1.19937"
"12.40100","0.25704","-1.40326"
"12.42100","0.16462","-1.60134"
"12.44100","0.07219","-1.79511"
"12.45800","-0.00272","-1.83264"
"12.45900","-0.00655","-1.83222"
"12.46000","-0.01026","-1.83262"
"12.48000","-0.05345","-1.77761"
"12.50000","-0.02128","-1.77509"
"12.52000","0.05618","-1.62616"
"12.54000","0.14998","-1.38999"
"12.56000","0.24826","-1.13928"
"12.57900","0.34004","-0.87572"
"12.59900","0.43438","-0.61333"
"12.61800","0.52289","-0.35608"
"12.63800","0.61572","-0.09697"
"12.65700","0.70383","0.15917"
"12.67600","0.79189","0.41334"
"12.69500","0.87983","0.67646"
"12.71400","0.96771","0.93550"
"12.73200","1.05095","1.18973"
"12.75100","1.13881","1.44970"
"12.76900","1.22202","1.70457"
"12.78700","1.30514","1.95853"
"12.80500","1.38814","2.21897"
"12.82300","1.47132","2.47985"
"12.84100","1.55467","2.74313"
"12.85900","1.63797","3.00700"
"12.87600","1.71657","3.26042"
"12.89300","1.79512","3.51706"
"12.91000","1.87366","3.77306"
"12.92700","1.95217","4.03578"
"12.94400","2.03064","4.29803"
"12.96100","2.10912","4.56223"
"12.97700","2.18301","4.81386"
"12.99300","2.25696","5.07011"
"13.00900","2.33094","5.32587"
"13.02500","2.40490","5.58719"
"13.04100","2.47886","5.84654"
"13.05700","2.55281","6.11087"
"13.07300","2.62675","6.37071"
"13.08900","2.70064","6.63490"
"13.10400","2.76988","6.88543"
"13.12000","2.84376","7.15030"
"13.13500","2.91301","7.40661"
"13.15000","2.98225","7.66227"
"13.16500","3.05155","7.91499"
"13.18000","3.12087","8.17640"
"13.19500","3.19020","8.43667"
"13.21000","3.25952","8.69912"
"13.22500","3.32883","8.96659"
"13.23900","3.39353","9.21804"
"13.25300","3.45821","9.47148"
"13.26700","3.52287","9.72675"
"13.28100","3.58751","9.98461"
"13.29500","3.65214","10.24615"
"13.30900","3.71677","10.50996"
"13.32300","3.78142","10.77608"
"13.33600","3.84147","11.03109"
"13.34900","3.90155","11.28670"
"13.36200","3.96164","11.54545"
"13.37500","4.02177","11.80757"
"13.38800","4.08189","12.07673"
"13.40000","4.13737","12.32729"
"13.41200","4.19282","12.57953"
"13.42400","4.24823","12.83832"
"13.43600","4.30363","13.09975"
"13.44800","4.35898","13.36604"
"13.46000","4.41425","13.63592"
"13.47100","4.46497","13.88684"
"13.48200","4.51578","14.14135"
"13.49300","4.56666","14.40149"
"13.50400","4.61756","14.66553"
"13.51500","4.66849","14.93352"
"13.52600","4.71940","15.20609"
"13.53600","4.76566","15.45836"
"13.54600","4.81189","15.71574"
"13.55600","4.85811","15.97539"
"13.56600","4.90429","16.23939"
"13.57600","4.95044","16.50712"
"13.58600","4.99660","16.77897"
"13.59600","5.04277","17.05725"
"13.60500","5.08433","17.31069"
"13.61400","5.12590","17.56454"
"13.62300","5.16748","17.82173"
"13.63200","5.20907","18.08430"
"13.64100","5.25067","18.35266"
"13.65000","5.29227","18.62334"
"13.65900","5.33386","18.89480"
"13.66800","5.37544","19.17146"
"13.67700","5.41704","19.45365"
"13.68500","5.45402","19.70665"
"13.69400","5.49548","19.97216"
"13.70500","5.54277","20.19962"
"13.70600","5.54660","20.21761"
"13.70700","5.55031","20.23541"
"13.72700","5.59348","20.35979"
"13.74700","5.56120","20.08842"
"13.75600","5.52918","19.83612"
"13.76400","5.49632","19.56058"
"13.77100","5.46528","19.29496"
"13.77800","5.43271","19.01918"
"13.78500","5.39909","18.74500"
"13.79200","5.36489","18.47604"
"13.79900","5.33049","18.21101"
"13.80600","5.29618","17.94741"
"13.81300","5.26213","17.68246"
"13.82000","5.22840","17.42308"
"13.82800","5.19025","17.14145"
"13.83600","5.15243","16.87152"
"13.84400","5.11489","16.60864"
"13.85200","5.07755","16.34691"
"13.86000","5.04033","16.08967"
"13.86900","4.99855","15.81113"
"13.87800","4.95681","15.54182"
"13.88700","4.91509","15.27544"
"13.89600","4.87337","15.01004"
"13.90500","4.83167","14.75209"
"13.91500","4.78534","14.47572"
"13.92500","4.73903","14.20192"
"13.93500","4.69274","13.92909"
"13.94500","4.64645","13.66526"
"13.95500","4.60014","13.40979"
"13.96500","4.55383","13.15736"
"13.97500","4.50753","12.90609"
"13.98600","4.45665","12.63987"
"13.99700","4.40581","12.38074"
"14.00800","4.35502","12.12524"
"14.01900","4.30426","11.87126"
"14.03100","4.24890","11.59941"
"14.04300","4.19351","11.33450"
"14.05500","4.13808","11.07287"
"14.06700","4.08261","10.81777"
"14.07900","4.02712","10.56415"
"14.09200","3.96701","10.29465"
"14.10500","3.90691","10.03343"
"14.11800","3.84682","9.77554"
"14.13100","3.78673","9.51856"
"14.14500","3.72201","9.25014"
"14.15900","3.65731","8.98643"
"14.17300","3.59263","8.72406"
"14.18700","3.52797","8.46697"
"14.20100","3.46330","8.21420"
"14.21500","3.39865","7.96411"
"14.23000","3.32940","7.69907"
"14.24500","3.26011","7.43658"
"14.26000","3.19080","7.17893"
"14.27500","3.12150","6.92106"
"14.29000","3.05219","6.66946"
"14.30600","2.97824","6.40336"
"14.32200","2.90430","6.14197"
"14.33800","2.83042","5.87984"
"14.35400","2.75656","5.62198"
"14.37000","2.68268","5.36923"
"14.38600","2.60877","5.11368"
"14.40200","2.53485","4.86189"
"14.41900","2.45631","4.59840"
"14.43600","2.37776","4.33663"
"14.45300","2.29921","4.07984"
"14.47000","2.22066","3.82534"
"14.48700","2.14211","3.57190"
"14.50500","2.05894","3.30866"
"14.52300","1.97579","3.05048"
"14.54100","1.89268","2.79548"
"14.55900","1.80959","2.54295"
"14.57800","1.72181","2.28348"
"14.59700","1.63397","2.02639"
"14.61600","1.54615","1.77581"
"14.63600","1.45369","1.51667"
"14.65600","1.36127","1.26323"
"14.67600","1.26890","1.01481"
"14.69600","1.17660","0.77007"
"14.71600","1.08426","0.52852"
"14.73600","0.99166","0.29320"
"14.75600","0.89910","0.06129"
"14.77600","0.80669","-0.16428"
"14.79600","0.71432","-0.38906"
"14.81600","0.62196","-0.60771"
"14.83600","0.52957","-0.82247"
"14.85600","0.43719","-1.03243"
"14.87600","0.34484","-1.23722"
"14.89600","0.25247","-1.44086"
"14.91600","0.16007","-1.63741"
"14.93600","0.06766","-1.82743"
"14.95200","-0.00264","-1.85506"
"14.95300","-0.00647","-1.85470"
"14.95400","-0.01018","-1.85508"
"14.97400","-0.05340","-1.80148"
"14.99400","-0.02130","-1.79872"
"15.01400","0.05612","-1.65404"
"15.03400","0.14991","-1.41634"
"15.05400","0.24821","-1.16930"
"15.07300","0.34001","-0.90684"
"15.09300","0.43435","-0.64498"
"15.11200","0.52285","-0.38970"
"15.13200","0.61567","-0.13281"
"15.15100","0.70379","0.12257"
"15.17000","0.79185","0.37434"
"15.18800","0.87518","0.62510"
"15.20700","0.96308","0.88068"
"15.22500","1.04630","1.13249"
"15.24400","1.13414","1.39337"
"15.26200","1.21735","1.64653"
"15.28000","1.30052","1.90194"
"15.29800","1.38365","2.16044"
"15.31600","1.46680","2.41867"
"15.33400","1.54999","2.68319"
"15.35200","1.63318","2.94523"
"15.36900","1.71177","3.19799"
"15.38600","1.79038","3.45291"
"15.40300","1.86896","3.71043"
"15.42000","1.94748","3.96987"
"15.43700","2.02595","4.23266"
"15.45400","2.10445","4.49604"
"15.47000","2.17835","4.74614"
"15.48600","2.25230","5.00191"
"15.50200","2.32627","5.25905"
"15.51800","2.40025","5.51667"
"15.53400","2.47423","5.77757"
"15.55000","2.54817","6.03980"
"15.56600","2.62209","6.29933"
"15.58200","2.69600","6.56247"
"15.59700","2.76525","6.81329"
"15.61300","2.83911","7.07970"
"15.62800","2.90835","7.33301"
"15.64300","2.97761","7.58922"
"15.65800","3.04690","7.84100"
"15.67300","3.11623","8.10005"
"15.68800","3.18554","8.36027"
"15.70300","3.25485","8.62303"
"15.71800","3.32416","8.88947"
"15.73200","3.38887","9.13964"
"15.74600","3.45355","9.39323"
"15.76000","3.51821","9.64852"
"15.77400","3.58286","9.90409"
"15.78800","3.64750","10.16356"
"15.80200","3.71213","10.42916"
"15.81600","3.77678","10.69397"
"15.82900","3.83684","10.94634"
"15.84200","3.89691","11.20210"
"15.85500","3.95701","11.46103"
"15.86800","4.01713","11.72128"
"15.88100","4.07724","11.98786"
"15.89300","4.13271","12.23858"
"15.90500","4.18815","12.48977"
"15.91700","4.24358","12.74756"
"15.92900","4.29899","13.00878"
"15.94100","4.35436","13.27381"
"15.95300","4.40969","13.54233"
"15.96400","4.46042","13.79423"
"15.97500","4.51120","14.04628"
"15.98600","4.56202","14.30327"
"15.99700","4.61288","14.56775"
"16.00800","4.66379","14.83613"
"16.01900","4.71470","15.10593"
"16.02900","4.76096","15.35659"
"16.03900","4.80720","15.61548"
"16.04900","4.85341","15.87543"
"16.05900","4.89959","16.13763"
"16.06900","4.94575","16.40366"
"16.07900","4.99191","16.67546"
"16.08900","5.03809","16.95120"
"16.09900","5.08427","17.22976"
"16.10800","5.12585","17.48413"
"16.11700","5.16743","17.74499"
"16.12600","5.20903","18.00719"
"16.13500","5.25063","18.27259"
"16.14400","5.29224","18.54355"
"16.15300","5.33383","18.81795"
"16.16200","5.37542","19.09627"
"16.17100","5.41701","19.37652"
"16.17900","5.45399","19.62732"
"16.18700","5.49096","19.88254"
"16.19500","5.52792","20.14087"
"16.20300","5.56487","20.39962"
"16.21100","5.60183","20.65745"
"16.21900","5.63877","20.91483"
"16.22700","5.67571","21.16979"
"16.23500","5.71264","21.42010"
"16.24400","5.75419","21.69379"
"16.25300","5.79574","21.95710"
"16.26200","5.83731","22.20975"
"16.27200","5.88350","22.47400"
"16.28300","5.93434","22.74581"
"16.29400","5.98519","23.00192"
"16.30600","6.04065","23.26773"
"16.31900","6.10074","23.53565"
"16.33200","6.16084","23.79030"
"16.34600","6.22557","24.05452"
"16.36000","6.29027","24.30917"
"16.37500","6.35957","24.56997"
"16.39000","6.42882","24.82599"
"16.40600","6.50270","25.08972"
"16.42200","6.57666","25.34579"
"16.43800","6.65061","25.59830"
"16.45500","6.72915","25.86352"
"16.47200","6.80770","26.12451"
"16.48900","6.88623","26.38139"
"16.50600","6.96479","26.63529"
"16.52400","7.04801","26.89897"
"16.54200","7.13120","27.15634"
"16.56000","7.21434","27.41630"
"16.57800","7.29748","27.67177"
"16.59600","7.38065","27.92547"
"16.61400","7.46382","28.17733"
"16.63300","7.55160","28.43984"
"16.65200","7.63937","28.70156"
"16.67100","7.72707","28.95890"
"16.69000","7.81480","29.21607"
"16.70900","7.90261","29.46732"
"16.72800","7.99043","29.71997"
"16.74800","8.08284","29.97741"
"16.76800","8.17513","30.24067"
"16.78800","8.26748","30.49771"
"16.80800","8.35991","30.75635"
"16.82800","8.45239","31.01045"
"16.84800","8.54483","31.26304"
"16.86800","8.63723","31.51261"
"16.88800","8.72959","31.75962"
"16.90800","8.82192","32.00441"
"16.92800","8.91425","32.24868"
"16.94800","9.00662","32.48973"
"16.96800","9.09904","32.73146"
"16.98800","9.19147","32.97183"
"17.00800","9.28391","33.20996"
"17.02800","9.37633","33.44673"
"17.04800","9.46871","33.67932"
"17.06800","9.56107","33.91303"
"17.08800","9.65340","34.14171"
"17.10800","9.74576","34.37257"
"17.12800","9.83821","34.60279"
"17.14800","9.93071","34.83103"
"17.16800","10.02318","35.05628"
"17.18800","10.11559","35.27900"
"17.20800","10.20798","35.49784"
"17.22800","10.30037","35.71754"
"17.24800","10.39275","35.93271"
"17.26800","10.48506","36.14888"
"17.28800","10.57742","36.36569"
"17.30800","10.66985","36.58065"
"17.32800","10.76231","36.79457"
"17.34800","10.85475","37.00412"
"17.36800","10.94715","37.21332"
"17.38800","11.03953","37.41930"
"17.40800","11.13186","37.62544"
"17.42800","11.22423","37.83071"
"17.44800","11.31670","38.03601"
"17.46800","11.40917","38.23708"
"17.48800","11.50162","38.43839"
"17.50800","11.59406","38.63185"
"17.52800","11.68648","38.82857"
"17.54800","11.77889","39.02488"
"17.56800","11.87129","39.22102"
"17.58800","11.96362","39.41576"
"17.60800","12.05592","39.60717"
"17.62800","12.14829","39.79857"
"17.64800","12.24077","39.98750"
"17.66800","12.33323","40.17656"
"17.68800","12.42570","40.36499"
"17.70800","12.51810","40.55069"
"17.72800","12.61043","40.73499"
"17.74800","12.70275","40.92161"
"17.76800","12.79517","41.10296"
"17.78800","12.88764","41.28397"
"17.80800","12.98009","41.46273"
"17.82800","13.07247","41.64320"
"17.84800","13.16487","41.82345"
"17.86800","13.25719","41.99896"
"17.88800","13.34949","42.17476"
"17.90800","13.44181","42.34741"
"17.92800","13.53422","42.52005"
"17.94800","13.62671","42.69373"
"17.96800","13.71919","42.86142"
"17.98800","13.81163","43.03081"
"18.00800","13.90398","43.19799"
"18.02800","13.99630","43.36440"
"18.04800","14.08863","43.52895"
"18.06800","14.18096","43.69188"
"18.08800","14.27340","43.85285"
"18.10800","14.36586","44.01417"
"18.12800","14.45829","44.17662"
"18.14800","14.55067","44.34072"
"18.16800","14.64309","44.50502"
"18.18800","14.73550","44.66479"
"18.20800","14.82789","44.82798"
"18.22800","14.92025","44.98686"
"18.24800","15.01268","45.14768"
"18.26800","15.10516","45.30396"
"18.28800","15.19761","45.46235"
"18.30800","15.29001","45.61850"
"18.32800","15.38235","45.77463"
"18.34800","15.47468","45.92783"
"18.36800","15.56709","46.08406"
"18.38800","15.65949","46.23801"
"18.40800","15.75188","46.39643"
"18.42800","15.84424","46.54826"
"18.44800","15.93668","46.70468"
"18.46800","16.02916","46.85604"
"18.48800","16.12163","47.00415"
"18.50800","16.21401","47.15031"
"18.52800","16.30638","47.29978"
"18.54800","16.39873","47.44543"
"18.56800","16.49111","47.59282"
"18.58800","16.58356","47.73785"
"18.60800","16.67603","47.88748"
"18.62800","16.76845","48.03333"
"18.64800","16.86085","48.18026"
"18.66800","16.95324","48.32458"
"18.68800","17.04566","48.46745"
"18.70800","17.13804","48.61016"
"18.72800","17.23040","48.75295"
"18.74800","17.32279","48.89624"
"18.76800","17.41521","49.03935"
"18.78800","17.50768","49.18076"
"18.80800","17.60013","49.32178"
"18.82800","17.69253","49.45984"
"18.84800","17.78485","49.60007"
"18.86800","17.87722","49.73965"
"18.88800","17.96960","49.87739"
"18.90800","18.06203","50.01412"
"18.92800","18.15445","50.15293"
"18.94800","18.24682","50.29072"
"18.96800","18.33917","50.42664"
"18.98800","18.43157","50.55750"
"19.00800","18.52395","50.69072"
"19.02800","18.61633","50.82269"
"19.04800","18.70869","50.95684"
"19.06800","18.80104","51.08974"
"19.08800","18.89343","51.22303"
"19.10800","18.98587","51.35373"
"19.12800","19.07829","51.48537"
"19.14800","19.17068","51.61699"
"19.16800","19.26306","51.74877"
"19.18800","19.35549","51.88000"
"19.20800","19.44788","52.01062"
"19.22800","19.54025","52.14344"
"19.24800","19.63265","52.27553"
"19.26800","19.72502","52.40852"
"19.28800","19.81738","52.53629"
"19.30800","19.90984","52.65986"
"19.32800","20.00227","52.78397"
"19.34800","20.09467","52.90832"
"19.36800","20.18705","53.03764"
"19.38800","20.27943","53.16608"
"19.40800","20.37184","53.29267"
"19.42800","20.46434","53.41746"
"19.44800","20.55682","53.53937"
"19.46800","20.64921","53.66782"
"19.48800","20.74154","53.79722"
"19.50800","20.83393","53.92719"
"19.52800","20.92627","54.05446"
"19.54800","21.01863","54.18068"
"19.56800","21.11105","54.30703"
"19.58800","21.20349","54.43409"
"19.60800","21.29596","54.55845"
"19.62800","21.38843","54.67761"
"19.64800","21.48083","54.79630"
"19.66800","21.57319","54.91505"
"19.68800","21.66557","55.03952"
"19.70800","21.75792","55.15953"
"19.72800","21.85030","55.27953"
"19.74800","21.94280","55.39639"
"19.76800","22.03527","55.51498"
"19.78800","22.12769","55.63202"
"19.80800","22.22005","55.75015"
"19.82800","22.31244","55.86819"
"19.84800","22.40483","55.98664"
"19.86800","22.49721","56.10565"
"19.88800","22.58964","56.22686"
"19.90800","22.68211","56.34443"
"19.92800","22.77456","56.46307"
"19.94800","22.86695","56.57855"
"19.96800","22.95928","56.69424"
"19.98800","23.05154","56.81017"
"20.00800","23.14385","56.92525"
"20.02800","23.23626","57.03981"
"20.04800","23.32870","57.15717"
"20.06800","23.42114","57.26928"
"20.08800","23.51355","57.38317"
"20.10800","23.60598","57.49545"
"20.12800","23.69841","57.60620"
"20.14800","23.79081","57.71650"
"20.16800","23.88314","57.82513"
"20.18800","23.97546","57.93908"
"20.20800","24.06784","58.05000"
"20.22800","24.16028","58.16665"
"20.24800","24.25271","58.27660"
"20.26800","24.34512","58.38816"
"20.28800","24.43751","58.49913"
"20.30800","24.52987","58.60983"
"20.32800","24.62223","58.71949"
"20.34800","24.71461","58.82893"
"20.36800","24.80705","58.93608"
